BOOK,CHAPTER,SECTION,AGENT.EXPONENCE,AGENT.PP,ASPECT,AGENT.NOMINALITY,SUBJECT.ANIMACY,PARTICIPLE,AGENT.STATUS,PERFECTIVE,LEMMA
5,102,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,αἰνέω
5,105,1,PP,HYPO,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐμπίμπρημι
5,105,1,PP,HYPO,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐμπίμπρημι
5,108,1,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,μεθίημι
5,126,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀπόλλυμι
5,126,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀπόλλυμι
6,1,1,PP,HYPO,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,μεθίημι
6,2,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,δέω
6,2,2,PP,PROS,PERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,PERFECTIVE,καταγιγνώσκω
6,3,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐρωτάω
6,4,2,PP,PARA,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀντιπέμπω
6,5,2,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,τιτρώσκω
6,9,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καταλύω
6,13,2,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀποστερέω
6,19,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κτείνω
6,22,1,PP,EK,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ποιέω
6,23,5,PP,HYPO,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
6,29,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καταλαμβάνω
6,29,2,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,καθαιρέω
6,34,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,πιέζω
6,35,2,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,PERFECTIVE,ξενίζω
6,38,2,PP,PROS,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,πλήσσω
6,39,2,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,PERFECTIVE,δέω
6,40,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐρεθίζω
6,42,2,PP,EK,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τάσσω
6,43,1,PP,EK,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καταλύω
6,44,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,διαφθείρω
6,46,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,διαβάλλω
6,46,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,πολιορκέω
6,50,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀναγιγνώσκω
6,52,7,PP,PROS,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,τιμάω
6,53,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
6,53,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καταλέγω
6,53,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀποδείκνυμι
6,53,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
6,55,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,λέγω
6,57,3,PP,PROS,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καλέω
6,58,1,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,δίδωμι
6,58,3,DAT,NA,IMPERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἵστημι
6,61,4,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀπαγορεύω
6,73,1,DAT,NA,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ὁδόω
6,74,2,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
6,76,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
6,79,1,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,τάσσω
6,82,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ποιέω
6,85,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,περιυβρίζω
6,92,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,λαμβάνω
6,92,2,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐπιβάλλω
6,94,1,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,συνάπτω
6,97,2,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐπιστέλλω
6,104,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,αἱρέω
6,106,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,πέμπω
6,108,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πιέζω
6,112,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,διατάσσω
6,121,2,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κηρύσσω
6,123,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,δηλόω
6,124,2,PP,EK,PERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,PERFECTIVE,ἀναδείκνυμι
6,130,2,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κυρόω
6,137,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐκβάλλω
6,138,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,τύπτω
7,1,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,δουλόω
7,6,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξελαύνω
7,6,4,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ζεύγνυμι
7,9A,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,κελεύω
7,10D,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,βουλεύω
7,10E,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,διαφθείρω
7,10G,2,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,PERFECTIVE,διαβάλλω
7,10G,2,PP,PROS,PERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,PERFECTIVE,νομίζω
7,10H,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,διαφορέω
7,10H,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,διαφορέω
7,11,2,PP,EK,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ὑπάρχω
7,12,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,δοκέω
7,12,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
7,16A,1,PP,PARA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,κρίνω
7,16C,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,δοκέω
7,16C,3,PP,EK,IMPERFECTIVE,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἐπιτελέω
7,18,3,PP,EK,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πέμπω
7,18,3,PP,EK,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,προερέω
7,22,2,PP,HYPO,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,οἰκέω
7,26,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐκδέρω
7,29,2,PP,HYPO,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,πληρόω
7,30,2,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἵστημι
7,53,1,DAT,NA,PERFECT,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐργάζομαι
7,55,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ποιέω
7,58,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,προερέω
7,60,1,PP,PROS,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
7,61,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
7,62,1,PP,PROS,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
7,63,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
7,63,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καλέω
7,72,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
7,95,2,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,προστάσσω
7,96,2,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
7,100,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ποιέω
7,103,2,PP,PARA,IMPERFECTIVE,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,λέγω
7,103,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἄρχω
7,103,4,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἄρχω
7,105,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἵστημι
7,106,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξαιρέω
7,106,2,PP,PARA,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πέμπω
7,107,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξαιρέω
7,107,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πολιορκέω
7,107,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πολιορκέω
7,107,2,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,αἰνέω
7,108,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,δηλόω
7,110,1,PP,HYPO,PERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,PERFECTIVE,καταλέγω
7,118,1,DAT,NA,PERFECT,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,αἱρέω
7,122,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀφίημι
7,136,1,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ὠθέω
7,137,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,πέμπω
7,137,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,προδίδωμι
7,137,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,προδίδωμι
7,137,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποθνῄσκω
7,139,3,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐλαύνω
7,139,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,προδίδωμι
7,139,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,αἱρέω
7,142,2,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,λέγω
7,143,2,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
7,146,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,βασανίζω
7,148,2,PP,EK,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐγείρω
7,149,2,PP,EK,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,λέγω
7,149,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἄρχω
7,151,1,PP,PROS,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,νομίζω
7,152,3,DAT,NA,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ποιέω
7,153,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κτίζω
7,153,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κτίζω
7,153,4,PP,PROS,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
7,158,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,συνάπτω
7,158,2,PP,NA,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,νέμω
7,159,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀφαιρέω
7,159,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀφαιρέω
7,159,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἄρχω
7,163,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἄρχω
7,165,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
7,165,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἄρχω
7,165,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξελαύνω
7,167,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,λέγω
7,168,4,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ποιέω
7,169,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἁρπάζω
7,170,3,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἀναγκάζω
7,173,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καταπατέω
7,175,1,PP,EK,PERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,λέγω
7,191,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἁρπάζω
7,193,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καταλείπω
7,193,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,καταλείπω
7,194,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ποιέω
7,201,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,καλέω
7,203,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,φρουρέω
7,203,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,φρουρέω
7,203,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,φρουρέω
7,209,2,PP,PROS,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ποιέω
7,213,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,τιμάω
7,217,2,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
7,217,2,PP,HYPO,IMPERFECTIVE,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,φυλάσσω
7,220,3,PP,HYPO,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,χράομαι
7,220,4,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,πέρθω
7,223,1,PP,EK,PERFECT,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ἐπιστέλλω
7,223,3,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,καταπατέω
7,228,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποπέμπω
7,229,1,PP,HYPO,PERFECT,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,μεθίημι
7,235,3,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,αἱρέω
7,237,1,PP,HYPO,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ἡσσάομαι
7,237,2,PP,EK,IMPERFECTIVE,PRONOUN,INANIMATE,PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,λέγω
8,2,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,λέγω
8,5,1,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἀναπείθω
8,7,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ὁράω
8,8,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ἀποδείκνυμι
8,13,1,PP,HYPO,IMPERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,ποιέω
8,24,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ὁράω
8,26,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,λέγω
8,27,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἡσσάομαι
8,27,2,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,περιέπω
8,34,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποπέμπω
8,41,3,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,ὑπέκκειμαι
8,43,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξανίστημι
8,43,1,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐξανίστημι
8,46,3,PP,HYPO,PERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἀποπέμπω
8,53,2,DAT,NA,PERFECT,PRONOUN,ANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,καταστορέννυμι
8,55,1,PP,HYPO,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,ἐμπίμπρημι
8,55,1,PP,HYPO,IMPERFECTIVE,NOUN,ANIMATE,PARTICIPLE,NON.PRONOMINAL,NON.PERFECTIVE,κελεύω
8,56,1,DAT,NA,PERFECTIVE,NOUN,INANIMATE,NON.PARTICIPLE,NON.PRONOMINAL,PERFECTIVE,κυρόω
8,57,1,DAT,NA,PERFECT,PRONOUN,INANIMATE,NON.PARTICIPLE,ENCLITIC.PRO,NON.PERFECTIVE,βουλεύω
8,60B,1,DAT,NA,IMPERFECTIVE,PRONOUN,ANIMATE,NON.PARTICIPLE,STRESSED.PRO,NON.PERFECTIVE,ὑπέκκειμαι
